Date,Open*,High,Low,Close**,Volume,Market Cap
"Apr 30, 2017",94.21,97.13,88.80,91.55,"19,963,300","664,882,851"
"Apr 29, 2017",79.67,100.46,79.67,94.95,"39,496,900","689,433,129"
"Apr 28, 2017",78.02,80.93,77.32,79.49,"16,201,200","576,974,775"
"Apr 27, 2017",71.52,80.62,71.08,78.17,"18,560,500","567,250,402"
"Apr 26, 2017",72.04,72.23,70.68,71.53,"8,605,760","518,915,999"
"Apr 25, 2017",72.19,72.94,71.62,72.07,"8,641,860","522,701,687"
"Apr 24, 2017",68.93,72.22,68.93,72.20,"7,918,480","523,509,791"
"Apr 23, 2017",71.18,72.24,68.77,68.89,"8,328,060","499,348,698"
"Apr 22, 2017",70.85,72.52,70.35,71.22,"9,913,170","516,155,296"
"Apr 21, 2017",71.48,72.80,70.57,70.88,"9,790,840","513,509,731"
"Apr 20, 2017",72.18,72.74,71.03,71.45,"9,144,880","517,505,489"
"Apr 19, 2017",72.76,75.63,72.27,72.28,"11,688,300","523,409,313"
"Apr 18, 2017",75.63,76.22,71.08,72.83,"14,595,000","527,254,134"
"Apr 17, 2017",75.32,75.97,74.20,75.64,"10,470,900","547,437,333"
"Apr 16, 2017",75.07,76.76,74.48,75.34,"11,539,500","545,099,704"
"Apr 15, 2017",70.81,77.79,69.45,75.01,"17,237,300","542,591,861"
"Apr 14, 2017",72.61,73.54,68.54,70.77,"15,477,900","511,781,801"
"Apr 13, 2017",68.10,76.26,65.76,72.57,"29,296,100","524,639,371"
"Apr 12, 2017",60.71,68.48,59.15,68.00,"21,914,300","491,462,923"
"Apr 11, 2017",61.30,62.50,59.23,60.53,"12,016,500","437,359,537"
"Apr 10, 2017",64.73,65.40,60.06,61.31,"12,222,700","442,897,131"
"Apr 09, 2017",67.80,68.29,64.55,64.70,"8,535,590","467,186,680"
"Apr 08, 2017",66.08,68.89,65.50,67.75,"10,316,300","489,146,390"
"Apr 07, 2017",66.47,69.96,64.11,66.19,"13,046,400","477,704,636"
"Apr 06, 2017",74.45,74.45,64.28,66.53,"21,464,900","480,013,959"
"Apr 05, 2017",69.12,77.60,66.35,74.37,"31,084,000","536,459,314"
"Apr 04, 2017",63.42,71.84,57.89,69.07,"33,869,600","497,704,512"
"Apr 03, 2017",56.73,65.87,47.10,61.76,"42,403,200","444,959,936"
"Apr 02, 2017",68.26,71.20,54.95,57.07,"26,723,500","411,019,134"
"Apr 01, 2017",74.30,74.30,66.85,68.60,"17,542,100","493,920,011"
