Date,Open*,High,Low,Close**,Volume,Market Cap
"Jun 30, 2018",436.21,458.80,436.21,455.18,"1,475,939,968","45,703,302,056"
"Jun 29, 2018",422.59,441.79,407.95,436.01,"1,564,499,968","43,769,409,548"
"Jun 28, 2018",442.29,443.62,419.68,422.36,"1,360,790,016","42,391,125,054"
"Jun 27, 2018",432.24,444.24,424.84,442.36,"1,368,940,032","44,389,430,889"
"Jun 26, 2018",460.73,461.21,432.77,432.77,"1,356,560,000","43,417,898,248"
"Jun 25, 2018",455.94,470.34,448.90,460.31,"4,007,950,080","46,171,165,114"
"Jun 24, 2018",474.77,475.36,426.47,457.67,"2,490,579,968","45,897,156,207"
"Jun 23, 2018",466.27,479.13,462.39,474.52,"1,651,379,968","47,577,076,102"
"Jun 22, 2018",527.19,527.19,456.88,465.82,"2,226,030,080","46,694,859,628"
"Jun 21, 2018",536.45,543.72,524.26,527.37,"1,462,070,016","52,853,921,455"
"Jun 20, 2018",538.51,541.02,519.37,536.27,"1,596,290,048","53,735,032,875"
"Jun 19, 2018",519.02,542.35,516.31,537.96,"1,726,569,984","53,893,191,559"
"Jun 18, 2018",499.38,521.80,494.07,518.89,"1,513,869,952","51,972,519,171"
"Jun 17, 2018",499.46,507.64,498.65,500.45,"1,264,870,016","50,114,921,288"
"Jun 16, 2018",490.41,503.22,488.85,499.64,"1,314,109,952","50,024,018,701"
"Jun 15, 2018",520.48,521.30,487.47,491.00,"1,808,269,952","49,149,084,090"
"Jun 14, 2018",478.38,523.54,467.47,519.74,"2,458,650,112","52,015,066,663"
"Jun 13, 2018",498.02,501.90,459.00,477.49,"2,080,130,048","47,777,150,787"
"Jun 12, 2018",532.71,538.96,491.23,496.84,"1,932,760,064","49,702,985,162"
"Jun 11, 2018",524.86,536.86,515.27,533.28,"1,982,119,936","53,337,466,294"
"Jun 10, 2018",594.34,594.34,511.89,526.48,"2,234,880,000","52,645,885,461"
"Jun 09, 2018",600.91,608.58,597.56,597.56,"1,519,309,952","59,741,701,633"
"Jun 08, 2018",605.44,608.81,595.59,601.08,"1,637,779,968","60,080,608,858"
"Jun 07, 2018",607.69,616.14,601.69,605.19,"1,880,140,032","60,478,879,395"
"Jun 06, 2018",610.26,611.64,596.40,607.12,"1,756,530,048","60,659,842,641"
"Jun 05, 2018",593.41,611.33,580.98,609.30,"1,844,269,952","60,864,980,395"
"Jun 04, 2018",619.44,623.43,583.75,592.98,"1,903,430,016","59,222,873,880"
"Jun 03, 2018",591.26,624.51,591.26,618.33,"1,832,550,016","61,740,821,846"
"Jun 02, 2018",580.43,597.08,577.32,591.81,"1,880,390,016","59,080,880,117"
"Jun 01, 2018",578.67,589.09,567.66,580.04,"1,945,890,048","57,894,350,583"
