Date,Open*,High,Low,Close**,Volume,Market Cap
"Mar 31, 2019",53.46,56.50,53.11,55.89,"99,371,366","943,881,892"
"Mar 30, 2019",53.47,56.40,52.89,53.45,"88,272,936","902,642,485"
"Mar 29, 2019",53.92,54.10,52.42,53.48,"92,764,026","903,078,217"
"Mar 28, 2019",54.71,54.73,53.72,53.90,"95,017,107","909,978,168"
"Mar 27, 2019",52.96,55.03,52.84,54.73,"91,620,140","923,904,745"
"Mar 26, 2019",52.24,53.06,50.38,52.94,"91,009,789","893,581,796"
"Mar 25, 2019",53.80,54.08,51.11,52.34,"93,084,755","883,330,680"
"Mar 24, 2019",53.81,54.18,53.53,53.74,"83,963,837","906,925,110"
"Mar 23, 2019",53.90,54.37,53.36,53.84,"81,236,141","908,424,757"
"Mar 22, 2019",53.85,54.26,53.35,53.92,"87,593,948","909,701,082"
"Mar 21, 2019",55.98,55.98,53.27,53.85,"93,149,158","908,407,761"
"Mar 20, 2019",54.98,56.74,53.68,55.88,"102,750,635","942,482,083"
"Mar 19, 2019",53.47,55.15,53.35,54.75,"99,715,349","923,303,556"
"Mar 18, 2019",53.59,54.00,52.70,53.49,"116,998,432","901,892,931"
"Mar 17, 2019",54.71,54.81,52.65,53.54,"117,829,194","902,585,867"
"Mar 16, 2019",53.56,55.37,53.56,54.64,"201,675,917","921,004,516"
"Mar 15, 2019",52.36,53.65,52.26,53.61,"62,767,951","903,543,028"
"Mar 14, 2019",52.05,52.92,51.65,52.35,"63,362,753","882,322,576"
"Mar 13, 2019",51.48,52.33,51.29,52.04,"52,938,688","876,916,617"
"Mar 12, 2019",50.30,51.47,49.49,51.47,"60,080,877","867,231,672"
"Mar 11, 2019",50.89,50.97,49.38,50.24,"72,591,315","846,267,215"
"Mar 10, 2019",50.88,51.01,50.40,50.95,"65,452,521","858,202,872"
"Mar 09, 2019",49.98,51.40,49.82,50.79,"65,485,381","855,474,088"
"Mar 08, 2019",51.24,51.38,49.60,50.02,"74,197,398","842,429,743"
"Mar 07, 2019",50.93,52.10,50.93,51.03,"74,428,190","859,336,369"
"Mar 06, 2019",50.59,50.90,49.58,50.85,"72,310,829","856,197,377"
"Mar 05, 2019",48.50,50.62,47.94,50.55,"72,757,860","851,030,427"
"Mar 04, 2019",50.12,50.46,47.17,48.49,"68,874,657","816,321,458"
"Mar 03, 2019",49.95,50.27,49.46,50.11,"67,035,491","843,385,248"
"Mar 02, 2019",49.60,50.06,49.12,49.98,"63,274,675","841,185,581"
"Mar 01, 2019",49.12,50.16,48.99,49.56,"67,173,812","833,981,003"
