Date,Open*,High,Low,Close**,Volume,Market Cap
"Dec 31, 2018",48.44,48.47,45.56,46.23,"11,899,404","771,405,409"
"Dec 30, 2018",48.01,48.89,47.57,48.36,"12,884,901","806,939,516"
"Dec 29, 2018",49.84,50.08,48.11,48.11,"15,781,153","802,611,402"
"Dec 28, 2018",44.48,51.11,44.24,49.77,"18,873,091","830,151,505"
"Dec 27, 2018",49.36,49.37,43.91,44.47,"14,370,278","741,578,775"
"Dec 26, 2018",50.64,52.05,47.66,49.37,"16,360,059","823,316,270"
"Dec 25, 2018",56.40,56.40,48.33,50.59,"17,051,136","843,500,901"
"Dec 24, 2018",52.80,58.17,52.80,56.34,"21,739,807","939,103,272"
"Dec 23, 2018",51.91,54.51,51.67,52.76,"13,916,278","879,305,229"
"Dec 22, 2018",51.79,52.33,50.01,51.73,"13,813,550","861,994,389"
"Dec 21, 2018",54.88,55.78,50.84,51.82,"19,104,638","863,449,627"
"Dec 20, 2018",46.16,55.11,45.99,55.08,"20,425,202","917,561,590"
"Dec 19, 2018",46.99,50.66,46.05,46.31,"16,853,229","771,461,419"
"Dec 18, 2018",43.85,47.48,43.13,46.58,"13,576,157","775,841,297"
"Dec 17, 2018",39.36,44.89,39.24,43.82,"12,214,093","729,771,992"
"Dec 16, 2018",38.87,40.64,38.87,39.34,"10,345,232","655,016,345"
"Dec 15, 2018",39.02,39.37,38.07,38.85,"11,591,710","646,798,250"
"Dec 14, 2018",41.03,42.42,38.99,39.28,"12,444,729","653,878,578"
"Dec 13, 2018",44.05,44.06,40.67,40.96,"11,758,377","681,731,507"
"Dec 12, 2018",42.66,44.97,42.48,43.94,"11,027,516","731,116,978"
"Dec 11, 2018",44.62,44.68,42.49,42.74,"11,705,044","711,055,212"
"Dec 10, 2018",47.51,48.23,44.07,44.60,"13,100,388","742,017,810"
"Dec 09, 2018",45.55,49.27,45.18,47.75,"11,992,076","794,173,848"
"Dec 08, 2018",46.60,49.05,43.85,45.57,"14,219,602","757,913,497"
"Dec 07, 2018",46.50,46.59,42.98,46.46,"17,903,551","772,577,475"
"Dec 06, 2018",51.61,53.55,46.53,46.53,"16,666,075","773,662,072"
"Dec 05, 2018",57.00,57.12,51.67,51.67,"13,315,061","858,861,666"
"Dec 04, 2018",54.54,58.83,53.89,56.98,"14,305,388","947,031,595"
"Dec 03, 2018",59.40,59.40,53.68,54.84,"15,779,706","911,297,849"
"Dec 02, 2018",59.60,61.81,58.32,59.10,"11,105,556","982,006,148"
"Dec 01, 2018",57.92,61.15,57.13,59.65,"10,636,037","990,924,481"
