Date,Open*,High,Low,Close**,Volume,Market Cap
"Aug 31, 2017",64.16,72.28,64.04,71.06,"633,147,008","3,746,359,355"
"Aug 30, 2017",63.16,64.21,60.90,64.17,"240,308,992","3,382,337,004"
"Aug 29, 2017",62.39,63.29,61.26,63.17,"294,799,008","3,328,402,346"
"Aug 28, 2017",61.36,64.92,59.87,62.36,"556,636,992","3,284,548,362"
"Aug 27, 2017",51.80,64.44,51.64,61.16,"890,545,984","3,220,428,680"
"Aug 26, 2017",51.17,52.26,50.45,51.75,"126,024,000","2,724,082,507"
"Aug 25, 2017",50.17,52.13,49.84,51.18,"157,619,008","2,693,138,536"
"Aug 24, 2017",52.82,53.28,50.19,50.19,"391,342,016","2,640,188,253"
"Aug 23, 2017",46.71,54.78,46.48,53.25,"447,188,000","2,800,477,716"
"Aug 22, 2017",47.90,47.90,45.48,46.73,"163,104,000","2,456,801,454"
"Aug 21, 2017",46.19,48.75,45.62,47.94,"207,172,000","2,519,583,624"
"Aug 20, 2017",45.38,47.55,44.75,46.23,"138,850,000","2,429,290,296"
"Aug 19, 2017",47.05,47.08,43.78,45.48,"155,404,000","2,389,136,366"
"Aug 18, 2017",43.90,47.86,43.59,47.28,"293,350,016","2,483,120,186"
"Aug 17, 2017",44.18,44.83,43.78,43.91,"104,020,000","2,305,686,993"
"Aug 16, 2017",43.37,45.06,42.57,44.15,"120,765,000","2,316,550,874"
"Aug 15, 2017",45.81,45.84,42.29,43.31,"206,080,992","2,272,230,662"
"Aug 14, 2017",45.83,46.51,45.43,45.80,"114,402,000","2,403,048,692"
"Aug 13, 2017",46.57,48.07,44.33,45.81,"242,564,992","2,402,845,047"
"Aug 12, 2017",47.05,47.62,46.29,46.43,"142,064,992","2,434,695,721"
"Aug 11, 2017",46.40,47.33,46.40,47.10,"137,644,000","2,468,915,571"
"Aug 10, 2017",48.05,48.51,46.50,46.50,"121,661,000","2,436,800,274"
"Aug 09, 2017",48.59,50.23,47.16,48.01,"253,103,008","2,515,337,793"
"Aug 08, 2017",45.90,49.37,45.79,48.63,"205,564,992","2,547,114,358"
"Aug 07, 2017",45.17,46.48,45.12,45.80,"106,560,000","2,397,858,442"
"Aug 06, 2017",46.85,47.30,45.10,45.10,"147,891,008","2,360,943,929"
"Aug 05, 2017",43.49,46.92,43.48,46.86,"248,320,000","2,452,225,533"
"Aug 04, 2017",42.89,43.71,42.82,43.45,"114,810,000","2,273,186,518"
"Aug 03, 2017",42.19,43.17,42.13,42.86,"95,497,600","2,241,762,848"
"Aug 02, 2017",43.07,43.21,42.07,42.13,"103,557,000","2,203,009,838"
"Aug 01, 2017",43.02,43.77,41.08,43.04,"203,656,000","2,249,631,448"
